"","Cell_type","Replicate","siRNA","Treatment","Intersection","Time_Period","Values"
"346","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_5",523180
"347","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_8",502181
"348","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_18",322011
"349","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_0",571722
"350","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_5",502366
"351","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_8",455935
"352","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_18",253454
"353","Melanocytes",4,"Scramble","SDF1",1,"HOUR_0",656670
"354","Melanocytes",4,"Scramble","SDF1",1,"HOUR_5",550233
"355","Melanocytes",4,"Scramble","SDF1",1,"HOUR_8",456870
"356","Melanocytes",4,"Scramble","SDF1",1,"HOUR_18",376742
"357","Melanocytes",4,"Scramble","SDF1",2,"HOUR_0",687722
"358","Melanocytes",4,"Scramble","SDF1",2,"HOUR_5",623912
"359","Melanocytes",4,"Scramble","SDF1",2,"HOUR_8",534142
"360","Melanocytes",4,"Scramble","SDF1",2,"HOUR_18",338762
"361","Melanocytes",4,"Scramble","SDF1",3,"HOUR_0",654713
"362","Melanocytes",4,"Scramble","SDF1",3,"HOUR_5",561819
"363","Melanocytes",4,"Scramble","SDF1",3,"HOUR_8",474764
"364","Melanocytes",4,"Scramble","SDF1",3,"HOUR_18",325852
"365","Melanocytes",4,"Scramble","SDF1",4,"HOUR_0",658346
"366","Melanocytes",4,"Scramble","SDF1",4,"HOUR_5",535256
"367","Melanocytes",4,"Scramble","SDF1",4,"HOUR_8",501648
"368","Melanocytes",4,"Scramble","SDF1",4,"HOUR_18",378729
"369","Melanocytes",4,"CXCR7_siRNA","SDF1",1,"HOUR_0",675682
"370","Melanocytes",4,"CXCR7_siRNA","SDF1",1,"HOUR_5",560905
"371","Melanocytes",4,"CXCR7_siRNA","SDF1",1,"HOUR_8",477110
"372","Melanocytes",4,"CXCR7_siRNA","SDF1",1,"HOUR_18",259560
"373","Melanocytes",4,"CXCR7_siRNA","SDF1",2,"HOUR_0",676077
"374","Melanocytes",4,"CXCR7_siRNA","SDF1",2,"HOUR_5",577132
"375","Melanocytes",4,"CXCR7_siRNA","SDF1",2,"HOUR_8",501383
"376","Melanocytes",4,"CXCR7_siRNA","SDF1",2,"HOUR_18",317208
"377","Melanocytes",4,"CXCR7_siRNA","SDF1",3,"HOUR_0",630067
"378","Melanocytes",4,"CXCR7_siRNA","SDF1",3,"HOUR_5",554822
"379","Melanocytes",4,"CXCR7_siRNA","SDF1",3,"HOUR_8",528334
"380","Melanocytes",4,"CXCR7_siRNA","SDF1",3,"HOUR_18",226822
"381","Melanocytes",4,"CXCR7_siRNA","SDF1",4,"HOUR_0",680461
"382","Melanocytes",4,"CXCR7_siRNA","SDF1",4,"HOUR_5",608645
"383","Melanocytes",4,"CXCR7_siRNA","SDF1",4,"HOUR_8",524064
"384","Melanocytes",4,"CXCR7_siRNA","SDF1",4,"HOUR_18",348501
"385","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_0",741887
"386","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_5",695935
"387","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_8",622087
"388","Melanocytes",1,"Unstransfected","No_SDF1",1,"HOUR_18",327207
"389","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_0",741414
"390","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_5",692022
"391","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_8",592764
"392","Melanocytes",1,"Unstransfected","No_SDF1",2,"HOUR_18",280928
"393","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_0",823073
"394","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_5",734197
"395","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_8",648527
"396","Melanocytes",1,"Unstransfected","No_SDF1",3,"HOUR_18",404992
"397","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_0",681153
"398","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_5",585592
"399","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_8",537937
"400","Melanocytes",1,"Unstransfected","No_SDF1",4,"HOUR_18",334086
"401","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_0",613277
"402","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_5",481808
"403","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_8",476203
"404","Melanocytes",1,"Scramble","No_SDF1",1,"HOUR_18",226402
"405","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_0",614327
"406","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_5",532144
"407","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_8",489138
"408","Melanocytes",1,"Scramble","No_SDF1",2,"HOUR_18",314747
"409","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_0",675517
"410","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_5",646106
"411","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_8",615351
"412","Melanocytes",1,"Scramble","No_SDF1",3,"HOUR_18",485740
"413","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_0",700110
"414","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_5",615091
"415","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_8",595066
"416","Melanocytes",1,"Scramble","No_SDF1",4,"HOUR_18",442204
"417","Melanocytes",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",651692
"418","Melanocytes",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",620158
"419","Melanocytes",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",575134
"420","Melanocytes",1,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",439565
"421","Melanocytes",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",739390
"422","Melanocytes",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",535186
"423","Melanocytes",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",475695
"424","Melanocytes",1,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",134441
"425","Melanocytes",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",693147
"426","Melanocytes",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",668013
"427","Melanocytes",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",595629
"428","Melanocytes",1,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",432624
"429","Melanocytes",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",631060
"430","Melanocytes",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",534848
"431","Melanocytes",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",504142
"432","Melanocytes",1,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",377147
"433","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_0",698542
"434","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_5",571172
"435","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_8",516476
"436","Melanocytes",1,"Unstransfected","SDF1",1,"HOUR_18",305303
"437","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_0",784595
"438","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_5",660091
"439","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_8",583133
"440","Melanocytes",1,"Unstransfected","SDF1",2,"HOUR_18",309483
"441","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_0",755506
"442","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_5",639758
"443","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_8",579920
"444","Melanocytes",1,"Unstransfected","SDF1",3,"HOUR_18",359982
"445","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_0",773929
"446","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_5",593304
"447","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_8",544173
"448","Melanocytes",1,"Unstransfected","SDF1",4,"HOUR_18",182563
"449","Melanocytes",1,"Scramble","SDF1",1,"HOUR_0",617776
"450","Melanocytes",1,"Scramble","SDF1",1,"HOUR_5",521814
"451","Melanocytes",1,"Scramble","SDF1",1,"HOUR_8",469472
"452","Melanocytes",1,"Scramble","SDF1",1,"HOUR_18",335957
"453","Melanocytes",1,"Scramble","SDF1",2,"HOUR_0",625381
"454","Melanocytes",1,"Scramble","SDF1",2,"HOUR_5",470179
"455","Melanocytes",1,"Scramble","SDF1",2,"HOUR_8",400603
"456","Melanocytes",1,"Scramble","SDF1",2,"HOUR_18",244034
"457","Melanocytes",1,"Scramble","SDF1",3,"HOUR_0",609527
"458","Melanocytes",1,"Scramble","SDF1",3,"HOUR_5",535744
"459","Melanocytes",1,"Scramble","SDF1",3,"HOUR_8",485034
"460","Melanocytes",1,"Scramble","SDF1",3,"HOUR_18",397659
"461","Melanocytes",1,"Scramble","SDF1",4,"HOUR_0",592520
"462","Melanocytes",1,"Scramble","SDF1",4,"HOUR_5",479228
"463","Melanocytes",1,"Scramble","SDF1",4,"HOUR_8",459452
"464","Melanocytes",1,"Scramble","SDF1",4,"HOUR_18",350581
"465","Melanocytes",1,"CXCR4_siRNA","SDF1",1,"HOUR_0",609830
"466","Melanocytes",1,"CXCR4_siRNA","SDF1",1,"HOUR_5",546305
"467","Melanocytes",1,"CXCR4_siRNA","SDF1",1,"HOUR_8",533017
"468","Melanocytes",1,"CXCR4_siRNA","SDF1",1,"HOUR_18",318524
"469","Melanocytes",1,"CXCR4_siRNA","SDF1",2,"HOUR_0",590717
"470","Melanocytes",1,"CXCR4_siRNA","SDF1",2,"HOUR_5",511907
"471","Melanocytes",1,"CXCR4_siRNA","SDF1",2,"HOUR_8",474449
"472","Melanocytes",1,"CXCR4_siRNA","SDF1",2,"HOUR_18",306339
"473","Melanocytes",1,"CXCR4_siRNA","SDF1",3,"HOUR_0",627854
"474","Melanocytes",1,"CXCR4_siRNA","SDF1",3,"HOUR_5",516347
"475","Melanocytes",1,"CXCR4_siRNA","SDF1",3,"HOUR_8",505514
"476","Melanocytes",1,"CXCR4_siRNA","SDF1",3,"HOUR_18",312364
"477","Melanocytes",1,"CXCR4_siRNA","SDF1",4,"HOUR_0",660566
"478","Melanocytes",1,"CXCR4_siRNA","SDF1",4,"HOUR_5",595858
"479","Melanocytes",1,"CXCR4_siRNA","SDF1",4,"HOUR_8",0
"480","Melanocytes",1,"CXCR4_siRNA","SDF1",4,"HOUR_18",421875
"481","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_0",749053
"482","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_5",691560
"483","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_8",612989
"484","Melanocytes",2,"Unstransfected","No_SDF1",1,"HOUR_18",360442
"485","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_0",722510
"486","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_5",633857
"487","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_8",533794
"488","Melanocytes",2,"Unstransfected","No_SDF1",2,"HOUR_18",321717
"489","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_0",781557
"490","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_5",685476
"491","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_8",659617
"492","Melanocytes",2,"Unstransfected","No_SDF1",3,"HOUR_18",453316
"493","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_0",746025
"494","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_5",630136
"495","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_8",0
"496","Melanocytes",2,"Unstransfected","No_SDF1",4,"HOUR_18",359570
"497","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_0",608717
"498","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_5",594015
"499","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_8",543852
"500","Melanocytes",2,"Scramble","No_SDF1",1,"HOUR_18",499400
"501","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_0",754932
"502","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_5",524933
"503","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_8",510520
"504","Melanocytes",2,"Scramble","No_SDF1",2,"HOUR_18",458655
"505","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_0",720238
"506","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_5",607038
"507","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_8",569979
"508","Melanocytes",2,"Scramble","No_SDF1",3,"HOUR_18",479332
"509","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_0",747125
"510","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_5",617591
"511","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_8",519524
"512","Melanocytes",2,"Scramble","No_SDF1",4,"HOUR_18",231727
"513","Melanocytes",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",553841
"514","Melanocytes",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",434326
"515","Melanocytes",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",351241
"516","Melanocytes",2,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",222724
"517","Melanocytes",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",568411
"518","Melanocytes",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",474574
"519","Melanocytes",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",436335
"520","Melanocytes",2,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",234472
"521","Melanocytes",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",609098
"522","Melanocytes",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",354265
"523","Melanocytes",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",285694
"524","Melanocytes",2,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",49147
"525","Melanocytes",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",609768
"526","Melanocytes",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",507650
"527","Melanocytes",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",439070
"528","Melanocytes",2,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",222658
"529","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_0",818409
"530","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_5",725294
"531","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_8",691581
"532","Melanocytes",2,"Unstransfected","SDF1",1,"HOUR_18",489851
"533","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_0",776388
"534","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_5",654572
"535","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_8",547589
"536","Melanocytes",2,"Unstransfected","SDF1",2,"HOUR_18",404471
"537","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_0",893641
"538","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_5",836376
"539","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_8",643009
"540","Melanocytes",2,"Unstransfected","SDF1",3,"HOUR_18",473751
"541","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_0",942512
"542","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_5",882521
"543","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_8",661131
"544","Melanocytes",2,"Unstransfected","SDF1",4,"HOUR_18",442227
"545","Melanocytes",2,"Scramble","SDF1",1,"HOUR_0",767414
"546","Melanocytes",2,"Scramble","SDF1",1,"HOUR_5",668729
"547","Melanocytes",2,"Scramble","SDF1",1,"HOUR_8",659914
"548","Melanocytes",2,"Scramble","SDF1",1,"HOUR_18",523301
"549","Melanocytes",2,"Scramble","SDF1",2,"HOUR_0",745882
"550","Melanocytes",2,"Scramble","SDF1",2,"HOUR_5",708227
"551","Melanocytes",2,"Scramble","SDF1",2,"HOUR_8",685133
"552","Melanocytes",2,"Scramble","SDF1",2,"HOUR_18",534630
"553","Melanocytes",2,"Scramble","SDF1",3,"HOUR_0",699088
"554","Melanocytes",2,"Scramble","SDF1",3,"HOUR_5",642765
"555","Melanocytes",2,"Scramble","SDF1",3,"HOUR_8",614500
"556","Melanocytes",2,"Scramble","SDF1",3,"HOUR_18",453554
"557","Melanocytes",2,"Scramble","SDF1",4,"HOUR_0",689712
"558","Melanocytes",2,"Scramble","SDF1",4,"HOUR_5",608161
"559","Melanocytes",2,"Scramble","SDF1",4,"HOUR_8",574956
"560","Melanocytes",2,"Scramble","SDF1",4,"HOUR_18",357832
"561","Melanocytes",2,"CXCR4_siRNA","SDF1",1,"HOUR_0",595974
"562","Melanocytes",2,"CXCR4_siRNA","SDF1",1,"HOUR_5",584505
"563","Melanocytes",2,"CXCR4_siRNA","SDF1",1,"HOUR_8",434168
"564","Melanocytes",2,"CXCR4_siRNA","SDF1",1,"HOUR_18",232127
"565","Melanocytes",2,"CXCR4_siRNA","SDF1",2,"HOUR_0",556744
"566","Melanocytes",2,"CXCR4_siRNA","SDF1",2,"HOUR_5",506098
"567","Melanocytes",2,"CXCR4_siRNA","SDF1",2,"HOUR_8",447909
"568","Melanocytes",2,"CXCR4_siRNA","SDF1",2,"HOUR_18",229484
"569","Melanocytes",2,"CXCR4_siRNA","SDF1",3,"HOUR_0",544373
"570","Melanocytes",2,"CXCR4_siRNA","SDF1",3,"HOUR_5",485521
"571","Melanocytes",2,"CXCR4_siRNA","SDF1",3,"HOUR_8",402932
"572","Melanocytes",2,"CXCR4_siRNA","SDF1",3,"HOUR_18",297595
"573","Melanocytes",2,"CXCR4_siRNA","SDF1",4,"HOUR_0",596190
"574","Melanocytes",2,"CXCR4_siRNA","SDF1",4,"HOUR_5",513485
"575","Melanocytes",2,"CXCR4_siRNA","SDF1",4,"HOUR_8",463333
"576","Melanocytes",2,"CXCR4_siRNA","SDF1",4,"HOUR_18",299057
"577","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_0",657273
"578","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_5",604027
"579","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_8",491763
"580","Melanocytes",3,"Unstransfected","No_SDF1",1,"HOUR_18",307192
"581","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_0",644954
"582","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_5",557187
"583","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_8",455445
"584","Melanocytes",3,"Unstransfected","No_SDF1",2,"HOUR_18",392602
"585","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_0",618895
"586","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_5",565914
"587","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_8",436317
"588","Melanocytes",3,"Unstransfected","No_SDF1",3,"HOUR_18",370216
"589","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_0",645398
"590","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_5",596556
"591","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_8",489285
"592","Melanocytes",3,"Unstransfected","No_SDF1",4,"HOUR_18",283208
"593","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_0",575110
"594","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_5",487778
"595","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_8",409772
"596","Melanocytes",3,"Scramble","No_SDF1",1,"HOUR_18",289206
"597","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_0",658848
"598","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_5",411533
"599","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_8",332860
"600","Melanocytes",3,"Scramble","No_SDF1",2,"HOUR_18",192768
"601","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_0",503106
"602","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_5",446496
"603","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_8",361955
"604","Melanocytes",3,"Scramble","No_SDF1",3,"HOUR_18",184695
"605","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_0",606014
"606","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_5",513961
"607","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_8",368963
"608","Melanocytes",3,"Scramble","No_SDF1",4,"HOUR_18",297947
"609","Melanocytes",3,"CXCR4_siRNA","No_SDF1",1,"HOUR_0",621397
"610","Melanocytes",3,"CXCR4_siRNA","No_SDF1",1,"HOUR_5",510412
"611","Melanocytes",3,"CXCR4_siRNA","No_SDF1",1,"HOUR_8",491213
"612","Melanocytes",3,"CXCR4_siRNA","No_SDF1",1,"HOUR_18",299464
"613","Melanocytes",3,"CXCR4_siRNA","No_SDF1",2,"HOUR_0",647296
"614","Melanocytes",3,"CXCR4_siRNA","No_SDF1",2,"HOUR_5",463657
"615","Melanocytes",3,"CXCR4_siRNA","No_SDF1",2,"HOUR_8",452582
"616","Melanocytes",3,"CXCR4_siRNA","No_SDF1",2,"HOUR_18",345337
"617","Melanocytes",3,"CXCR4_siRNA","No_SDF1",3,"HOUR_0",647954
"618","Melanocytes",3,"CXCR4_siRNA","No_SDF1",3,"HOUR_5",522652
"619","Melanocytes",3,"CXCR4_siRNA","No_SDF1",3,"HOUR_8",412857
"620","Melanocytes",3,"CXCR4_siRNA","No_SDF1",3,"HOUR_18",339520
"621","Melanocytes",3,"CXCR4_siRNA","No_SDF1",4,"HOUR_0",604561
"622","Melanocytes",3,"CXCR4_siRNA","No_SDF1",4,"HOUR_5",481991
"623","Melanocytes",3,"CXCR4_siRNA","No_SDF1",4,"HOUR_8",386882
"624","Melanocytes",3,"CXCR4_siRNA","No_SDF1",4,"HOUR_18",330486
"625","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_0",624388
"626","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_5",589706
"627","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_8",505833
"628","Melanocytes",3,"Unstransfected","SDF1",1,"HOUR_18",348394
"629","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_0",643085
"630","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_5",503935
"631","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_8",493171
"632","Melanocytes",3,"Unstransfected","SDF1",2,"HOUR_18",334964
"633","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_0",599239
"634","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_5",552429
"635","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_8",516418
"636","Melanocytes",3,"Unstransfected","SDF1",3,"HOUR_18",355263
"637","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_0",688249
"638","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_5",603212
"639","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_8",508658
"640","Melanocytes",3,"Unstransfected","SDF1",4,"HOUR_18",376989
"641","Melanocytes",3,"Scramble","SDF1",1,"HOUR_0",627836
"642","Melanocytes",3,"Scramble","SDF1",1,"HOUR_5",568176
"643","Melanocytes",3,"Scramble","SDF1",1,"HOUR_8",464339
"644","Melanocytes",3,"Scramble","SDF1",1,"HOUR_18",317811
"645","Melanocytes",3,"Scramble","SDF1",2,"HOUR_0",675503
"646","Melanocytes",3,"Scramble","SDF1",2,"HOUR_5",594135
"647","Melanocytes",3,"Scramble","SDF1",2,"HOUR_8",478575
"648","Melanocytes",3,"Scramble","SDF1",2,"HOUR_18",372466
"649","Melanocytes",3,"Scramble","SDF1",3,"HOUR_0",618995
"650","Melanocytes",3,"Scramble","SDF1",3,"HOUR_5",451626
"651","Melanocytes",3,"Scramble","SDF1",3,"HOUR_8",411038
"652","Melanocytes",3,"Scramble","SDF1",3,"HOUR_18",310461
"653","Melanocytes",3,"Scramble","SDF1",4,"HOUR_0",607385
"654","Melanocytes",3,"Scramble","SDF1",4,"HOUR_5",492407
"655","Melanocytes",3,"Scramble","SDF1",4,"HOUR_8",436366
"656","Melanocytes",3,"Scramble","SDF1",4,"HOUR_18",262957
"657","Melanocytes",3,"CXCR4_siRNA","SDF1",1,"HOUR_0",574667
"658","Melanocytes",3,"CXCR4_siRNA","SDF1",1,"HOUR_5",437831
"659","Melanocytes",3,"CXCR4_siRNA","SDF1",1,"HOUR_8",417567
"660","Melanocytes",3,"CXCR4_siRNA","SDF1",1,"HOUR_18",292579
"661","Melanocytes",3,"CXCR4_siRNA","SDF1",2,"HOUR_0",654577
"662","Melanocytes",3,"CXCR4_siRNA","SDF1",2,"HOUR_5",512858
"663","Melanocytes",3,"CXCR4_siRNA","SDF1",2,"HOUR_8",459917
"664","Melanocytes",3,"CXCR4_siRNA","SDF1",2,"HOUR_18",305582
"665","Melanocytes",3,"CXCR4_siRNA","SDF1",3,"HOUR_0",640905
"666","Melanocytes",3,"CXCR4_siRNA","SDF1",3,"HOUR_5",568874
"667","Melanocytes",3,"CXCR4_siRNA","SDF1",3,"HOUR_8",423181
"668","Melanocytes",3,"CXCR4_siRNA","SDF1",3,"HOUR_18",342797
"669","Melanocytes",3,"CXCR4_siRNA","SDF1",4,"HOUR_0",670562
"670","Melanocytes",3,"CXCR4_siRNA","SDF1",4,"HOUR_5",590031
"671","Melanocytes",3,"CXCR4_siRNA","SDF1",4,"HOUR_8",490981
"672","Melanocytes",3,"CXCR4_siRNA","SDF1",4,"HOUR_18",263516
"673","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_0",595675
"674","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_5",524420
"675","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_8",402430
"676","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_18",371761
"677","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_0",648220
"678","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_5",531252
"679","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_8",475156
"680","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_18",431394
"681","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_0",585129
"682","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_5",542934
"683","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_8",455718
"684","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_18",236442
"685","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_0",618129
"686","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_5",537767
"687","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_8",531256
"688","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_18",435204
"689","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_0",597594
"690","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_5",524773
"691","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_8",425455
"692","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_18",241950
"693","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_0",576824
"694","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_5",544558
"695","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_8",475046
"696","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_18",345029
"697","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_0",490641
"698","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_5",375312
