"","Cell_type","Replicate","siRNA","Treatment","Intersection","Time_Period","Values"
"1049","Melanocytes",3,"CXCR47_siRNA","SDF1",3,"HOUR_0",648342
"1050","Melanocytes",3,"CXCR47_siRNA","SDF1",3,"HOUR_5",544616
"1051","Melanocytes",3,"CXCR47_siRNA","SDF1",3,"HOUR_8",494998
"1052","Melanocytes",3,"CXCR47_siRNA","SDF1",3,"HOUR_18",334876
"1053","Melanocytes",3,"CXCR47_siRNA","SDF1",4,"HOUR_0",655450
"1054","Melanocytes",3,"CXCR47_siRNA","SDF1",4,"HOUR_5",541886
"1055","Melanocytes",3,"CXCR47_siRNA","SDF1",4,"HOUR_8",489021
"1056","Melanocytes",3,"CXCR47_siRNA","SDF1",4,"HOUR_18",388952
"1057","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_0",606296
"1058","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_5",562672
"1059","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_8",402357
"1060","Melanocytes",4,"Unstransfected","No_SDF1",1,"HOUR_18",337378
"1061","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_0",615551
"1062","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_5",637500
"1063","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_8",508503
"1064","Melanocytes",4,"Unstransfected","No_SDF1",2,"HOUR_18",0
"1065","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_0",601024
"1066","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_5",575177
"1067","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_8",459320
"1068","Melanocytes",4,"Unstransfected","No_SDF1",3,"HOUR_18",331361
"1069","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_0",619563
"1070","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_5",570016
"1071","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_8",459125
"1072","Melanocytes",4,"Unstransfected","No_SDF1",4,"HOUR_18",268012
"1073","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_0",593674
"1074","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_5",546316
"1075","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_8",550450
"1076","Melanocytes",4,"Scramble","No_SDF1",1,"HOUR_18",360542
"1077","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_0",654431
"1078","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_5",608173
"1079","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_8",448174
"1080","Melanocytes",4,"Scramble","No_SDF1",2,"HOUR_18",367008
"1081","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_0",779779
"1082","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_5",662400
"1083","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_8",555535
"1084","Melanocytes",4,"Scramble","No_SDF1",3,"HOUR_18",367666
"1085","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_0",782119
"1086","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_5",703238
"1087","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_8",687578
"1088","Melanocytes",4,"Scramble","No_SDF1",4,"HOUR_18",463560
"1089","Melanocytes",4,"CXCR47_siRNA","No_SDF1",1,"HOUR_0",641903
"1090","Melanocytes",4,"CXCR47_siRNA","No_SDF1",1,"HOUR_5",534949
"1091","Melanocytes",4,"CXCR47_siRNA","No_SDF1",1,"HOUR_8",424259
"1092","Melanocytes",4,"CXCR47_siRNA","No_SDF1",1,"HOUR_18",187141
"1093","Melanocytes",4,"CXCR47_siRNA","No_SDF1",2,"HOUR_0",653455
"1094","Melanocytes",4,"CXCR47_siRNA","No_SDF1",2,"HOUR_5",597662
"1095","Melanocytes",4,"CXCR47_siRNA","No_SDF1",2,"HOUR_8",483413
"1096","Melanocytes",4,"CXCR47_siRNA","No_SDF1",2,"HOUR_18",221494
"1097","Melanocytes",4,"CXCR47_siRNA","No_SDF1",3,"HOUR_0",643198
"1098","Melanocytes",4,"CXCR47_siRNA","No_SDF1",3,"HOUR_5",560710
"1099","Melanocytes",4,"CXCR47_siRNA","No_SDF1",3,"HOUR_8",474238
"1100","Melanocytes",4,"CXCR47_siRNA","No_SDF1",3,"HOUR_18",182816
"1101","Melanocytes",4,"CXCR47_siRNA","No_SDF1",4,"HOUR_0",682077
"1102","Melanocytes",4,"CXCR47_siRNA","No_SDF1",4,"HOUR_5",651518
"1103","Melanocytes",4,"CXCR47_siRNA","No_SDF1",4,"HOUR_8",482052
"1104","Melanocytes",4,"CXCR47_siRNA","No_SDF1",4,"HOUR_18",353771
"1105","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_0",578493
"1106","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_5",597865
"1107","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_8",486631
"1108","Melanocytes",4,"Unstransfected","SDF1",1,"HOUR_18",375687
"1109","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_0",545170
"1110","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_5",505585
"1111","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_8",460314
"1112","Melanocytes",4,"Unstransfected","SDF1",2,"HOUR_18",369973
"1113","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_0",600363
"1114","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_5",523180
"1115","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_8",502181
"1116","Melanocytes",4,"Unstransfected","SDF1",3,"HOUR_18",322011
"1117","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_0",567991
"1118","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_5",560371
"1119","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_8",455935
"1120","Melanocytes",4,"Unstransfected","SDF1",4,"HOUR_18",253454
"1121","Melanocytes",4,"Scramble","SDF1",1,"HOUR_0",656670
"1122","Melanocytes",4,"Scramble","SDF1",1,"HOUR_5",550233
"1123","Melanocytes",4,"Scramble","SDF1",1,"HOUR_8",456870
"1124","Melanocytes",4,"Scramble","SDF1",1,"HOUR_18",376742
"1125","Melanocytes",4,"Scramble","SDF1",2,"HOUR_0",623626
"1126","Melanocytes",4,"Scramble","SDF1",2,"HOUR_5",6233912
"1127","Melanocytes",4,"Scramble","SDF1",2,"HOUR_8",534142
"1128","Melanocytes",4,"Scramble","SDF1",2,"HOUR_18",338762
"1129","Melanocytes",4,"Scramble","SDF1",3,"HOUR_0",654713
"1130","Melanocytes",4,"Scramble","SDF1",3,"HOUR_5",561819
"1131","Melanocytes",4,"Scramble","SDF1",3,"HOUR_8",474764
"1132","Melanocytes",4,"Scramble","SDF1",3,"HOUR_18",325852
"1133","Melanocytes",4,"Scramble","SDF1",4,"HOUR_0",658346
"1134","Melanocytes",4,"Scramble","SDF1",4,"HOUR_5",535256
"1135","Melanocytes",4,"Scramble","SDF1",4,"HOUR_8",501648
"1136","Melanocytes",4,"Scramble","SDF1",4,"HOUR_18",378729
"1137","Melanocytes",4,"CXCR47_siRNA","SDF1",1,"HOUR_0",675682
"1138","Melanocytes",4,"CXCR47_siRNA","SDF1",1,"HOUR_5",560905
"1139","Melanocytes",4,"CXCR47_siRNA","SDF1",1,"HOUR_8",477110
"1140","Melanocytes",4,"CXCR47_siRNA","SDF1",1,"HOUR_18",259560
"1141","Melanocytes",4,"CXCR47_siRNA","SDF1",2,"HOUR_0",676077
"1142","Melanocytes",4,"CXCR47_siRNA","SDF1",2,"HOUR_5",577132
"1143","Melanocytes",4,"CXCR47_siRNA","SDF1",2,"HOUR_8",501383
"1144","Melanocytes",4,"CXCR47_siRNA","SDF1",2,"HOUR_18",317208
"1145","Melanocytes",4,"CXCR47_siRNA","SDF1",3,"HOUR_0",630067
"1146","Melanocytes",4,"CXCR47_siRNA","SDF1",3,"HOUR_5",554822
"1147","Melanocytes",4,"CXCR47_siRNA","SDF1",3,"HOUR_8",528334
"1148","Melanocytes",4,"CXCR47_siRNA","SDF1",3,"HOUR_18",226822
"1149","Melanocytes",4,"CXCR47_siRNA","SDF1",4,"HOUR_0",680461
"1150","Melanocytes",4,"CXCR47_siRNA","SDF1",4,"HOUR_5",608645
"1151","Melanocytes",4,"CXCR47_siRNA","SDF1",4,"HOUR_8",524064
"1152","Melanocytes",4,"CXCR47_siRNA","SDF1",4,"HOUR_18",348501
"1153","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_0",592955
"1154","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_5",447499
"1155","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_8",391817
"1156","Melanoma",1,"Unstransfected","No_SDF1",1,"HOUR_18",192476
"1157","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_0",648826
"1158","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_5",479365
"1159","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_8",371440
"1160","Melanoma",1,"Unstransfected","No_SDF1",2,"HOUR_18",71604
"1161","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_0",560813
"1162","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_5",399460
"1163","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_8",333503
"1164","Melanoma",1,"Unstransfected","No_SDF1",3,"HOUR_18",61477
"1165","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_0",590277
"1166","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_5",408335
"1167","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_8",284699
"1168","Melanoma",1,"Unstransfected","No_SDF1",4,"HOUR_18",127940
"1169","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_0",769066
"1170","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_5",632308
"1171","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_8",576298
"1172","Melanoma",1,"Scramble","No_SDF1",1,"HOUR_18",274291
"1173","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_0",752398
"1174","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_5",602404
"1175","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_8",554921
"1176","Melanoma",1,"Scramble","No_SDF1",2,"HOUR_18",183962
"1177","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_0",763746
"1178","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_5",615149
"1179","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_8",498650
"1180","Melanoma",1,"Scramble","No_SDF1",3,"HOUR_18",294310
"1181","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_0",727508
"1182","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_5",562351
"1183","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_8",530577
"1184","Melanoma",1,"Scramble","No_SDF1",4,"HOUR_18",121504
"1185","Melanoma",1,"CXCR7_siRNA","No_SDF1",1,"HOUR_0",686066
"1186","Melanoma",1,"CXCR7_siRNA","No_SDF1",1,"HOUR_5",548822
"1187","Melanoma",1,"CXCR7_siRNA","No_SDF1",1,"HOUR_8",480862
"1188","Melanoma",1,"CXCR7_siRNA","No_SDF1",1,"HOUR_18",227217
"1189","Melanoma",1,"CXCR7_siRNA","No_SDF1",2,"HOUR_0",675663
"1190","Melanoma",1,"CXCR7_siRNA","No_SDF1",2,"HOUR_5",528044
"1191","Melanoma",1,"CXCR7_siRNA","No_SDF1",2,"HOUR_8",490524
"1192","Melanoma",1,"CXCR7_siRNA","No_SDF1",2,"HOUR_18",140889
"1193","Melanoma",1,"CXCR7_siRNA","No_SDF1",3,"HOUR_0",714330
"1194","Melanoma",1,"CXCR7_siRNA","No_SDF1",3,"HOUR_5",556939
"1195","Melanoma",1,"CXCR7_siRNA","No_SDF1",3,"HOUR_8",513706
"1196","Melanoma",1,"CXCR7_siRNA","No_SDF1",3,"HOUR_18",298241
"1197","Melanoma",1,"CXCR7_siRNA","No_SDF1",4,"HOUR_0",805110
"1198","Melanoma",1,"CXCR7_siRNA","No_SDF1",4,"HOUR_5",452525
"1199","Melanoma",1,"CXCR7_siRNA","No_SDF1",4,"HOUR_8",565183
"1200","Melanoma",1,"CXCR7_siRNA","No_SDF1",4,"HOUR_18",183807
"1201","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_0",609451
"1202","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_5",477459
"1203","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_8",408376
"1204","Melanoma",1,"Unstransfected","SDF1",1,"HOUR_18",178530
"1205","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_0",653349
"1206","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_5",459458
"1207","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_8",386945
"1208","Melanoma",1,"Unstransfected","SDF1",2,"HOUR_18",94417
"1209","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_0",657669
"1210","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_5",479138
"1211","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_8",346392
"1212","Melanoma",1,"Unstransfected","SDF1",3,"HOUR_18",127571
"1213","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_0",566846
"1214","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_5",443716
"1215","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_8",357530
"1216","Melanoma",1,"Unstransfected","SDF1",4,"HOUR_18",92715
"1217","Melanoma",1,"Scramble","SDF1",1,"HOUR_0",601602
"1218","Melanoma",1,"Scramble","SDF1",1,"HOUR_5",528433
"1219","Melanoma",1,"Scramble","SDF1",1,"HOUR_8",504511
"1220","Melanoma",1,"Scramble","SDF1",1,"HOUR_18",138547
"1221","Melanoma",1,"Scramble","SDF1",2,"HOUR_0",575549
"1222","Melanoma",1,"Scramble","SDF1",2,"HOUR_5",468731
"1223","Melanoma",1,"Scramble","SDF1",2,"HOUR_8",438840
"1224","Melanoma",1,"Scramble","SDF1",2,"HOUR_18",100114
"1225","Melanoma",1,"Scramble","SDF1",3,"HOUR_0",625037
"1226","Melanoma",1,"Scramble","SDF1",3,"HOUR_5",545664
"1227","Melanoma",1,"Scramble","SDF1",3,"HOUR_8",420031
"1228","Melanoma",1,"Scramble","SDF1",3,"HOUR_18",175535
"1229","Melanoma",1,"Scramble","SDF1",4,"HOUR_0",609125
"1230","Melanoma",1,"Scramble","SDF1",4,"HOUR_5",529795
"1231","Melanoma",1,"Scramble","SDF1",4,"HOUR_8",437759
"1232","Melanoma",1,"Scramble","SDF1",4,"HOUR_18",137359
"1233","Melanoma",1,"CXCR7_siRNA","SDF1",1,"HOUR_0",954257
"1234","Melanoma",1,"CXCR7_siRNA","SDF1",1,"HOUR_5",639803
"1235","Melanoma",1,"CXCR7_siRNA","SDF1",1,"HOUR_8",550681
"1236","Melanoma",1,"CXCR7_siRNA","SDF1",1,"HOUR_18",480472
"1237","Melanoma",1,"CXCR7_siRNA","SDF1",2,"HOUR_0",895799
"1238","Melanoma",1,"CXCR7_siRNA","SDF1",2,"HOUR_5",666119
"1239","Melanoma",1,"CXCR7_siRNA","SDF1",2,"HOUR_8",601387
"1240","Melanoma",1,"CXCR7_siRNA","SDF1",2,"HOUR_18",353161
"1241","Melanoma",1,"CXCR7_siRNA","SDF1",3,"HOUR_0",683110
"1242","Melanoma",1,"CXCR7_siRNA","SDF1",3,"HOUR_5",521883
"1243","Melanoma",1,"CXCR7_siRNA","SDF1",3,"HOUR_8",512224
"1244","Melanoma",1,"CXCR7_siRNA","SDF1",3,"HOUR_18",252308
"1245","Melanoma",1,"CXCR7_siRNA","SDF1",4,"HOUR_0",838348
"1246","Melanoma",1,"CXCR7_siRNA","SDF1",4,"HOUR_5",692177
"1247","Melanoma",1,"CXCR7_siRNA","SDF1",4,"HOUR_8",574007
"1248","Melanoma",1,"CXCR7_siRNA","SDF1",4,"HOUR_18",323175
"1249","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_0",639579
"1250","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_5",610879
"1251","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_8",453399
"1252","Melanoma",2,"Unstransfected","No_SDF1",1,"HOUR_18",145873
"1253","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_0",705004
"1254","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_5",591566
"1255","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_8",525893
"1256","Melanoma",2,"Unstransfected","No_SDF1",2,"HOUR_18",196327
"1257","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_0",651034
"1258","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_5",431170
"1259","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_8",360660
"1260","Melanoma",2,"Unstransfected","No_SDF1",3,"HOUR_18",145261
"1261","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_0",576858
"1262","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_5",427754
"1263","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_8",262373
"1264","Melanoma",2,"Unstransfected","No_SDF1",4,"HOUR_18",105417
"1265","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_0",652369
"1266","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_5",545889
"1267","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_8",489070
"1268","Melanoma",2,"Scramble","No_SDF1",1,"HOUR_18",365027
"1269","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_0",622657
"1270","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_5",507649
"1271","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_8",458711
"1272","Melanoma",2,"Scramble","No_SDF1",2,"HOUR_18",161251
"1273","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_0",634323
"1274","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_5",505431
"1275","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_8",408239
"1276","Melanoma",2,"Scramble","No_SDF1",3,"HOUR_18",167981
"1277","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_0",589784
"1278","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_5",461811
"1279","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_8",335728
"1280","Melanoma",2,"Scramble","No_SDF1",4,"HOUR_18",140198
"1281","Melanoma",2,"CXCR7_siRNA","No_SDF1",1,"HOUR_0",614083
"1282","Melanoma",2,"CXCR7_siRNA","No_SDF1",1,"HOUR_5",465181
"1283","Melanoma",2,"CXCR7_siRNA","No_SDF1",1,"HOUR_8",378909
"1284","Melanoma",2,"CXCR7_siRNA","No_SDF1",1,"HOUR_18",109838
"1285","Melanoma",2,"CXCR7_siRNA","No_SDF1",2,"HOUR_0",624281
"1286","Melanoma",2,"CXCR7_siRNA","No_SDF1",2,"HOUR_5",475438
"1287","Melanoma",2,"CXCR7_siRNA","No_SDF1",2,"HOUR_8",435130
"1288","Melanoma",2,"CXCR7_siRNA","No_SDF1",2,"HOUR_18",122070
"1289","Melanoma",2,"CXCR7_siRNA","No_SDF1",3,"HOUR_0",570846
"1290","Melanoma",2,"CXCR7_siRNA","No_SDF1",3,"HOUR_5",500595
"1291","Melanoma",2,"CXCR7_siRNA","No_SDF1",3,"HOUR_8",467473
"1292","Melanoma",2,"CXCR7_siRNA","No_SDF1",3,"HOUR_18",141483
"1293","Melanoma",2,"CXCR7_siRNA","No_SDF1",4,"HOUR_0",605179
"1294","Melanoma",2,"CXCR7_siRNA","No_SDF1",4,"HOUR_5",397742
"1295","Melanoma",2,"CXCR7_siRNA","No_SDF1",4,"HOUR_8",321038
"1296","Melanoma",2,"CXCR7_siRNA","No_SDF1",4,"HOUR_18",135273
"1297","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_0",681629
"1298","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_5",456753
"1299","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_8",437043
"1300","Melanoma",2,"Unstransfected","SDF1",1,"HOUR_18",176024
"1301","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_0",644699
"1302","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_5",577864
"1303","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_8",488407
"1304","Melanoma",2,"Unstransfected","SDF1",2,"HOUR_18",163989
"1305","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_0",558033
"1306","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_5",451840
"1307","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_8",305587
"1308","Melanoma",2,"Unstransfected","SDF1",3,"HOUR_18",144669
"1309","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_0",614678
"1310","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_5",479363
"1311","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_8",381763
"1312","Melanoma",2,"Unstransfected","SDF1",4,"HOUR_18",169259
"1313","Melanoma",2,"Scramble","SDF1",1,"HOUR_0",631189
"1314","Melanoma",2,"Scramble","SDF1",1,"HOUR_5",616744
"1315","Melanoma",2,"Scramble","SDF1",1,"HOUR_8",539075
"1316","Melanoma",2,"Scramble","SDF1",1,"HOUR_18",404653
"1317","Melanoma",2,"Scramble","SDF1",2,"HOUR_0",685575
"1318","Melanoma",2,"Scramble","SDF1",2,"HOUR_5",604579
"1319","Melanoma",2,"Scramble","SDF1",2,"HOUR_8",409878
"1320","Melanoma",2,"Scramble","SDF1",2,"HOUR_18",158828
"1321","Melanoma",2,"Scramble","SDF1",3,"HOUR_0",585500
"1322","Melanoma",2,"Scramble","SDF1",3,"HOUR_5",540184
"1323","Melanoma",2,"Scramble","SDF1",3,"HOUR_8",426518
"1324","Melanoma",2,"Scramble","SDF1",3,"HOUR_18",126943
"1325","Melanoma",2,"Scramble","SDF1",4,"HOUR_0",627928
"1326","Melanoma",2,"Scramble","SDF1",4,"HOUR_5",494085
"1327","Melanoma",2,"Scramble","SDF1",4,"HOUR_8",404933
"1328","Melanoma",2,"Scramble","SDF1",4,"HOUR_18",116129
"1329","Melanoma",2,"CXCR7_siRNA","SDF1",1,"HOUR_0",713479
"1330","Melanoma",2,"CXCR7_siRNA","SDF1",1,"HOUR_5",566714
"1331","Melanoma",2,"CXCR7_siRNA","SDF1",1,"HOUR_8",497180
"1332","Melanoma",2,"CXCR7_siRNA","SDF1",1,"HOUR_18",278995
"1333","Melanoma",2,"CXCR7_siRNA","SDF1",2,"HOUR_0",612175
"1334","Melanoma",2,"CXCR7_siRNA","SDF1",2,"HOUR_5",505003
"1335","Melanoma",2,"CXCR7_siRNA","SDF1",2,"HOUR_8",370913
"1336","Melanoma",2,"CXCR7_siRNA","SDF1",2,"HOUR_18",117343
"1337","Melanoma",2,"CXCR7_siRNA","SDF1",3,"HOUR_0",550116
"1338","Melanoma",2,"CXCR7_siRNA","SDF1",3,"HOUR_5",458371
"1339","Melanoma",2,"CXCR7_siRNA","SDF1",3,"HOUR_8",389915
"1340","Melanoma",2,"CXCR7_siRNA","SDF1",3,"HOUR_18",110277
"1341","Melanoma",2,"CXCR7_siRNA","SDF1",4,"HOUR_0",589166
"1342","Melanoma",2,"CXCR7_siRNA","SDF1",4,"HOUR_5",510795
"1343","Melanoma",2,"CXCR7_siRNA","SDF1",4,"HOUR_8",461324
"1344","Melanoma",2,"CXCR7_siRNA","SDF1",4,"HOUR_18",154245
"1345","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_0",541532
"1346","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_5",426301
"1347","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_8",352694
"1348","Melanoma",3,"Unstransfected","No_SDF1",1,"HOUR_18",43839
"1349","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_0",553371
"1350","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_5",433943
"1351","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_8",338602
"1352","Melanoma",3,"Unstransfected","No_SDF1",2,"HOUR_18",12578
"1353","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_0",517146
"1354","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_5",338420
"1355","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_8",123862
"1356","Melanoma",3,"Unstransfected","No_SDF1",3,"HOUR_18",5916
"1357","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_0",495388
"1358","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_5",369440
"1359","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_8",248076
"1360","Melanoma",3,"Unstransfected","No_SDF1",4,"HOUR_18",15416
"1361","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_0",500429
"1362","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_5",344193
"1363","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_8",229489
"1364","Melanoma",3,"Scramble","No_SDF1",1,"HOUR_18",15207
"1365","Melanoma",3,"Scramble","No_SDF1",2,"HOUR_0",521424
"1366","Melanoma",3,"Scramble","No_SDF1",2,"HOUR_5",347752
"1367","Melanoma",3,"Scramble","No_SDF1",2,"HOUR_8",204341
"1368","Melanoma",3,"Scramble","No_SDF1",2,"HOUR_18",13899
"1369","Melanoma",3,"Scramble","No_SDF1",3,"HOUR_0",537860
"1370","Melanoma",3,"Scramble","No_SDF1",3,"HOUR_5",376487
"1371","Melanoma",3,"Scramble","No_SDF1",3,"HOUR_8",258605
"1372","Melanoma",3,"Scramble","No_SDF1",3,"HOUR_18",20328
"1373","Melanoma",3,"Scramble","No_SDF1",4,"HOUR_0",521765
"1374","Melanoma",3,"Scramble","No_SDF1",4,"HOUR_5",312533
"1375","Melanoma",3,"Scramble","No_SDF1",4,"HOUR_8",200291
"1376","Melanoma",3,"Scramble","No_SDF1",4,"HOUR_18",13501
"1377","Melanoma",3,"CXCR7_siRNA","No_SDF1",1,"HOUR_0",507096
"1378","Melanoma",3,"CXCR7_siRNA","No_SDF1",1,"HOUR_5",377708
"1379","Melanoma",3,"CXCR7_siRNA","No_SDF1",1,"HOUR_8",310183
"1380","Melanoma",3,"CXCR7_siRNA","No_SDF1",1,"HOUR_18",35523
"1381","Melanoma",3,"CXCR7_siRNA","No_SDF1",2,"HOUR_0",554234
"1382","Melanoma",3,"CXCR7_siRNA","No_SDF1",2,"HOUR_5",390945
"1383","Melanoma",3,"CXCR7_siRNA","No_SDF1",2,"HOUR_8",328937
"1384","Melanoma",3,"CXCR7_siRNA","No_SDF1",2,"HOUR_18",65389
"1385","Melanoma",3,"CXCR7_siRNA","No_SDF1",3,"HOUR_0",546747
"1386","Melanoma",3,"CXCR7_siRNA","No_SDF1",3,"HOUR_5",443747
"1387","Melanoma",3,"CXCR7_siRNA","No_SDF1",3,"HOUR_8",339639
"1388","Melanoma",3,"CXCR7_siRNA","No_SDF1",3,"HOUR_18",36032
"1389","Melanoma",3,"CXCR7_siRNA","No_SDF1",4,"HOUR_0",573266
"1390","Melanoma",3,"CXCR7_siRNA","No_SDF1",4,"HOUR_5",453688
"1391","Melanoma",3,"CXCR7_siRNA","No_SDF1",4,"HOUR_8",396098
"1392","Melanoma",3,"CXCR7_siRNA","No_SDF1",4,"HOUR_18",81359
"1393","Melanoma",3,"Unstransfected","SDF1",1,"HOUR_0",507780
"1394","Melanoma",3,"Unstransfected","SDF1",1,"HOUR_5",382582
"1395","Melanoma",3,"Unstransfected","SDF1",1,"HOUR_8",262570
